Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"O Razgour","Plecotus austriacus Species Complex (P. austriacus, P. kolombatovici, P. gaisleri, P. teneriffae)",2020,"Handbook of the Mammals of Europe","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-65038-8_73-1.pdf","",268,"2022-05-30 20:18:07","","10.1007/978-3-319-65038-8_73-1","","",,,,,0,0.00,0,1,2,"… There is no evidence of hybridization between P. austriacus … (Lepidoptera), although other insect taxa are also commonly … Modelling studies predict that future climate change will result …","","https://scholar.google.com/scholar?q=related:8sutkK-uqzAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"MM Bahe, RL Murphy, MB Russell, JF Knight…","Suitability of a single imager multispectral sensor for tree health analysis",2021,"Urban Forestry & Urban …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1618866721002120","https://scholar.google.com/scholar?cites=17658921680429536280&as_sdt=2005&sciodt=0,5&hl=en",269,"2022-05-30 20:18:07","","","","",,,,,1,1.00,0,5,1,"… This indicates there was likely a Chamber Effect resulting in a NDVI range shift in values for each session … Climate change accelerates growth of urban trees in metropolises worldwide …","http://www.mnstac.org/uploads/2/0/9/3/20933948/suitability_of_a_single_imager_multispectral_sensor_for_tree_health_analysis.pdf","https://scholar.google.com/scholar?q=related:GFRyFrUXEfUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"J Micael, P Rodrigues, S Gíslason","Native vs. non-indigenous macroalgae in Iceland: The state of knowledge",2021,"Regional Studies in Marine Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352485521003364","",270,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,3,1,"In the last decades, there has been an increase of macroalgal species appearing in new geographic regions. These new records are being linked to non-intentional global human-…","","https://scholar.google.com/scholar?q=related:F6plQN2emQcJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
2,"V Lafond, F Lingua, S Lumnitz, G Paradis…","Challenges and opportunities in developing decision support systems for risk assessment and management of forest invasive alien species",2020,"Environmental …","cdnsciencepub.com","https://cdnsciencepub.com/doi/abs/10.1139/er-2019-0024","https://scholar.google.com/scholar?cites=15035137562334143925&as_sdt=2005&sciodt=0,5&hl=en",271,"2022-05-30 20:18:07","","10.1139/er-2019-0024","","",,,,,2,1.00,0,5,2,"… invasion evolution, or possible hybridization (eg, flight capacity … in the area at risk under climate change. This type of approach … pests and separating between native and non-native pest. …","","https://scholar.google.com/scholar?q=related:tSUPEPSJp9AJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"IM Ware","Climate mediates geographic patterns in ecoevolutionary plant-soil dynamics",2019,"","trace.tennessee.edu","https://trace.tennessee.edu/utk_graddiss/5433/","",272,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,3,"… and predict the consequences of climate change, we must … However, studies using elevation as a climate change proxy … Long-term insect herbivory slows soil development in an arid …","https://trace.tennessee.edu/cgi/viewcontent.cgi?article=6969&context=utk_graddiss","https://scholar.google.com/scholar?q=related:aEUFFFD6U3EJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
24,"R Dennell","From Arabia to the Pacific: How our species colonised Asia",2020,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=seXkDwAAQBAJ&oi=fnd&pg=PT9&dq=insect+hybridization+%22climate+change%22+%22range+shift%22&ots=QkZjT0xDRn&sig=BpB2gJiDFHzYdQTt4-N8ntjWFJY","https://scholar.google.com/scholar?cites=3469130488987784595&as_sdt=2005&sciodt=0,5&hl=en",273,"2022-05-30 20:18:07","BOOK","","","",,,,,24,12.00,24,1,2,"… to studying how species react to climate change – obviously a major … FIGURE 1.2 Range expansion and range shift These … Genetic and skeletal evidence of hybridisation (as between …","","https://scholar.google.com/scholar?q=related:kxWYq8zTJDAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"M Scheel","COMPARATIVE TRANSCRIPTOMIC ANALYSIS OF THERMAL STRESS RESPONSES IN KEY ATLANTIC AND ARCTIC ZOOPLANKTON GRAZERS",2018,"","libstore.ugent.be","https://libstore.ugent.be/fulltxt/RUG01/002/763/882/RUG01-002763882_2019_0001_AC.pdf","",274,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,4,"… The left scenarios depicts climate change with human mitigation means (RCP2.6) while the right … This range shift has the potential to strongly impact secondary productivity and pelagic-…","https://libstore.ugent.be/fulltxt/RUG01/002/763/882/RUG01-002763882_2019_0001_AC.pdf","https://scholar.google.com/scholar?q=related:NTo4tLpizXkJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"DD Herpetologentag","SEH European Congress of Herpetology",,"researchgate.net","","https://www.researchgate.net/profile/Vesna-Cafuta/publication/255696617_Identification_of_native_Slovenian_snake_species_from_poorly_preserved_snake_sheddings_-_preliminary_results/links/02e7e52033fcda7068000000/Identification-of-native-Slovenian-snake-species-from-poorly-preserved-snake-sheddings-preliminary-results.pdf","",275,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,,"… an occasional result of hybridization. Three sympatric zones … The hybridization events between syntopic D. raddei and D. … the relative vulnerability to climate change impacts of species …","https://www.researchgate.net/profile/Vesna-Cafuta/publication/255696617_Identification_of_native_Slovenian_snake_species_from_poorly_preserved_snake_sheddings_-_preliminary_results/links/02e7e52033fcda7068000000/Identification-of-native-Slovenian-snake-species-from-poorly-preserved-snake-sheddings-preliminary-results.pdf","https://scholar.google.com/scholar?q=related:GceVbyEezooJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"LV Oppliger, F Tellier, AH Engelen…","TEMPERATURE EFFECTS ON LIFE-HISTORY TRAITS AND GEOGRAPHIC DISTRIBUTION OF THE LESSONIA NIGRESCENS COMPLEX",,"Reproduction at the …","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/tel-01146450/file/valeria_oppliger.pdf#page=80","",276,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,4,,"… Predictions of range shift are generally based on statistical relationships between the current … Comparative genome hybridization of different strains and ecotypes of Ectocarpus reveal …","https://hal.archives-ouvertes.fr/tel-01146450/file/valeria_oppliger.pdf#page=80","https://scholar.google.com/scholar?q=related:tLeheSTcp0gJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
14,"R Wallace, L Bergmann, L Hogerwerf, R Kock…","Ebola in the hog sector: Modeling pandemic emergence in commodity livestock",2016,"Neoliberal Ebola","Springer","https://link.springer.com/chapter/10.1007/978-3-319-40940-5_2","https://scholar.google.com/scholar?cites=18299358932510966534&as_sdt=2005&sciodt=0,5&hl=en",277,"2022-05-30 20:18:07","","10.1007/978-3-319-40940-5_2","","",,,,,14,2.33,3,5,6,"… dispersed to year-round hybridized monocrop. Expanding patches … on the basis of climate change scenarios…Black flying-fox … landscapes…Thus, the range shift of black flying-fox may …","","https://scholar.google.com/scholar?q=related:BgOwtf5h9P0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"F Wang","Host Plant Chemistry Affects Fungal Interactions, Which Influence the Production of Volatile Fungal Metabolites",2019,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/d8a1f2fc-12ee-4ee4-a03f-69207d977c19","",278,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,3,"… potentially terminate the beetle range shift, as the beetle and … these three chemicals on other insect phyla, we suspect them … entomological killing agent in insect collection. Because the …","https://era.library.ualberta.ca/items/d8a1f2fc-12ee-4ee4-a03f-69207d977c19/view/36ec2305-5dba-4edc-b62b-6c70010c1f90/Wang_Fuai_201901_MSc.pdf","https://scholar.google.com/scholar?q=related:U4ZUziVGcVwJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"EJRC Deus","Distribution and Natural Establishment of Eucalyptus Globulus in the Iberian Peninsula: Insights into Processes Affecting Plant Establishment",2019,"","search.proquest.com","https://search.proquest.com/openview/6c2d04f9074bd062ff0005e8ada3ed2f/1?pq-origsite=gscholar&cbl=2026366&diss=y","",279,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,3,"… globulus plantations in Iberia according to different climate change scenarios and possible conflicts with high biodiversity areas (Chapter 1); b) to explore the influence of different …","https://www.repository.utl.pt/bitstream/10400.5/21193/1/PhD%20thesis%20Ernesto%20Deus.pdf","https://scholar.google.com/scholar?q=related:FkJLo8N3ru8J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"DLDN Weeks","Resilience and Sensitivity to Changing Environments in North American River Otters (Lontra canadensis)",2020,"","search.proquest.com","https://search.proquest.com/openview/c8d4b3d7569c6c3ddc35331d07e372e2/1?pq-origsite=gscholar&cbl=18750&diss=y","",280,"2022-05-30 20:18:07","BOOK","","","",,,,,0,0.00,0,1,2,"… Further, climate change does not just impact the ambient atmospheric conditions … Species’ dispersal abilities and the rate of species range shift are also sometimes evident in the fossil …","https://escholarship.org/content/qt3n35n9x1/qt3n35n9x1_noSplash_461e4cbefbff87d5dddccc657e8d77ae.pdf","https://scholar.google.com/scholar?q=related:ActXDzDA5A0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"C Descamps","Temperature rise and water stress effects on four bee-pollinated species and impacts on bumblebee foraging behavior",2021,"","dial.uclouvain.be","https://dial.uclouvain.be/pr/boreal/object/boreal%3A252857/datastream/PDF_01/view","",281,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,1,"Under climate change, extreme climatic events such as droughts are projected to increase in frequency, duration and severity (Dai 2013; IPCC 2014; EEA 2017). In temperate regions, …","https://dial.uclouvain.be/pr/boreal/object/boreal%3A252857/datastream/PDF_01/view","https://scholar.google.com/scholar?q=related:q4VQHsOvHGsJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"JR Hiley","The importance of protected areas for species undergoing distribution changes",2017,"","etheses.whiterose.ac.uk","https://etheses.whiterose.ac.uk/18782/","https://scholar.google.com/scholar?cites=3997627189432155614&as_sdt=2005&sciodt=0,5&hl=en",282,"2022-05-30 20:18:07","","","","",,,,,1,0.20,1,1,5,"… Furthermore, climate change and other anthropogenic factors are affecting the distributions … global extinction, by hybridisation, of the European native White-headed Duck Oxyura …","https://etheses.whiterose.ac.uk/18782/1/WhiteRoseThesis.pdf","https://scholar.google.com/scholar?q=related:3v2Lmr9sejcJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"K Law","Finding Common Ground: The challenge of pollinator conservation in conventional agriculture",2016,"","atrium.lib.uoguelph.ca","https://atrium.lib.uoguelph.ca/xmlui/handle/10214/10127","",283,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,6,"Reconciling agriculture and ecology is one of the most pressing challenges of the 21st century. To date, most efforts have relied on stewardship programs directed at individual …","https://atrium.lib.uoguelph.ca/xmlui/bitstream/handle/10214/10127/Law_Kathleen_201612_MA.pdf?sequence=1","https://scholar.google.com/scholar?q=related:CWWJEbiw2yEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"KJ MacDonald","Movers and shakers: exploring the complex dynamics of aquatic biological invasions",2022,"","research.library.mun.ca","https://research.library.mun.ca/15343/","",284,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… rivers is an example of an extensive range shift, in which the limits of … Climate change and invasion by intracontinental range-… the spread of the dengue fever mosquito, Aedes aegypti, in …","https://research.library.mun.ca/15343/1/thesis.pdf",""
0,"HE Aichelman, DJ Barshis","BEM-SEERS 2017 Poster Abstracts",,"bemsociety.org","","https://www.bemsociety.org/uploads/4/2/1/5/42158527/bem-seers_poster_abstracts_2017-4-9.pdf","",285,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,2,,"… and algal symbionts to climate change stressors, we exposed the … galloprovincialis hybridize at numerous locations in Europe, … temperatures may facilitate a similar range shift. In the mid …","https://www.bemsociety.org/uploads/4/2/1/5/42158527/bem-seers_poster_abstracts_2017-4-9.pdf","https://scholar.google.com/scholar?q=related:0tuVhVmnw08J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"J South","Assessment and prediction of the potential threats of temperature change and invasive species to the sustainability of Northern Irish sea fisheries",2017,"","pure.qub.ac.uk","https://pure.qub.ac.uk/files/136136625/Thesis_Print_Final.pdf","",286,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,5,"… in assessing relative change in ecological impact under climate change scenarios; (ii) the species … and habitat through usurping the flow of insects falling into the stream, causing native …","https://pure.qub.ac.uk/files/136136625/Thesis_Print_Final.pdf","https://scholar.google.com/scholar?q=related:jczpINlJI7YJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
3,"SW Dunham","Spruce Grouse habitat ecology in Maine's commercially managed Acadian forest",2016,"","digitalcommons.library.umaine.edu","https://digitalcommons.library.umaine.edu/etd/2474/","https://scholar.google.com/scholar?cites=9248223648088656168&as_sdt=2005&sciodt=0,5&hl=en",287,"2022-05-30 20:18:07","","","","",,,,,3,0.50,3,1,6,"… Their dedication and attention to detail despite early mornings, biting insects, flat tires, and … of stressors including habitat loss and climate change. The northeastern US intersects the …","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=3548&context=etd","https://scholar.google.com/scholar?q=related:KAmxo2hKWIAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"CP Roberts","Managing for Ecosystem Resilience in a Non-stationary World",2019,"","search.proquest.com","https://search.proquest.com/openview/965e3a19f224aaf18ae3c0b51af4c0b5/1?pq-origsite=gscholar&cbl=18750&diss=y","",288,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,3,"Globally, environmental change is on the rise, and ecological resilience of many ecosystems is eroding. This is leading to increases in regime shifts, where fundamental structures and …","","https://scholar.google.com/scholar?q=related:uWK6FZQ17d0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
